PROF_DATE_TIME_LOCAL,TA in (mmol/kgSW),MWRA_UTC,Match_Cal_TA,Match_Cal_TA_Datetime
5/7/2021 13:00,2179.329751,2021-05-07 17:00:00,2041.54,2021-05-07 16:00:00
6/11/2021 7:30,1873.457233,2021-06-11 11:30:00,2014.24,2021-06-11 11:00:00
6/11/2021 7:30,1856.136812,2021-06-11 11:30:00,2014.24,2021-06-11 11:00:00
6/18/2021 12:30,1781.431863,2021-06-18 16:30:00,2052.46,2021-06-18 15:30:00
7/8/2021 13:00,2048.182363,2021-07-08 17:00:00,2079.76,2021-07-08 17:45:00
8/2/2021 9:00,2018.539618,2021-08-02 13:00:00,2107.06,2021-08-02 13:30:00
8/2/2021 9:00,2013.905527,2021-08-02 13:00:00,2107.06,2021-08-02 13:30:00
9/28/2021 13:00,1859.529844,2021-09-28 17:00:00,2025.16,2021-09-28 16:00:00
12/10/2021 10:00,1945.411643,2021-12-10 15:00:00,0.0,0
